book_id,ni,ri,group
3476,359,3.66,G10
3477,467,3.55,G10
3478,410,4.15,G10
3479,101,4.03,G10
3480,289,4.13,G10
3481,297,3.48,G9
3482,310,3.92,G10
3483,329,4.14,G10
3484,494,4.0,G10
3485,324,3.96,G10
3486,317,3.62,G10
3487,251,3.58,G10
3488,229,4.32,G10
3489,480,3.98,G10
3490,336,3.96,G10
3491,309,4.58,G10
3492,518,3.98,G10
3493,213,3.94,G10
3494,399,3.87,G10
3495,153,3.53,G10
3496,444,4.3,G10
3497,536,4.25,G10
3498,370,4.12,G10
3499,137,4.03,G10
3500,358,4.0,G10
3501,453,3.64,G10
3502,233,3.79,G10
3503,281,3.71,G10
3504,544,3.75,G10
3505,302,4.11,G10
3506,244,3.69,G10
3507,468,3.99,G10
3508,372,4.02,G10
3509,367,4.28,G10
3510,497,3.84,G10
3511,403,3.89,G10
3512,396,3.58,G10
3513,553,3.88,G10
3514,438,4.08,G10
3515,471,3.66,G10
3516,290,3.6,G10
3517,433,3.94,G10
3518,396,3.76,G10
3519,429,4.13,G10
3520,238,4.3,G10
3521,437,4.23,G10
3522,387,3.99,G10
3523,444,3.99,G10
3524,517,3.99,G10
3525,304,3.7,G10
3526,384,4.2,G10
3527,380,4.29,G10
3528,401,4.02,G10
3529,385,4.09,G10
3530,508,3.92,G10
3531,205,4.06,G10
3532,390,3.95,G10
3533,309,3.82,G10
3534,411,4.34,G10
3535,397,4.22,G10
3536,509,4.26,G10
3537,403,4.11,G10
3538,253,3.68,G10
3539,447,4.29,G10
3540,329,3.81,G10
3541,324,4.02,G10
3542,228,3.96,G10
3543,386,3.7,G10
3544,284,4.21,G10
3545,350,3.95,G10
3546,394,4.01,G10
3547,549,4.17,G10
3548,332,4.22,G10
3549,287,3.88,G10
3550,394,2.63,G8
3551,498,3.69,G10
3552,346,3.57,G10
3553,304,3.9,G10
3554,303,4.43,G10
3555,355,3.39,G9
3556,215,3.86,G10
3557,299,4.29,G10
3558,284,3.98,G10
3559,311,3.89,G10
3560,484,3.66,G10
3561,379,3.82,G10
3562,436,4.06,G10
3563,388,4.27,G10
3564,257,3.7,G10
3565,490,3.95,G10
3566,406,3.93,G10
3567,266,3.43,G9
3568,462,3.75,G10
3569,279,3.53,G10
3570,337,3.72,G10
3571,339,4.37,G10
3572,203,3.86,G10
3573,384,3.95,G10
3574,282,3.28,G9
3575,370,4.29,G10
3576,370,4.13,G10
3577,294,3.87,G10
3578,404,4.02,G10
3579,409,3.55,G10
3580,520,3.72,G10
3581,410,3.83,G10
3582,256,4.18,G10
3583,462,3.56,G10
3584,322,4.02,G10
3585,495,3.75,G10
3586,228,4.18,G10
3587,266,3.68,G10
3588,413,3.95,G10
3589,398,4.03,G10
3590,469,3.9,G10
3591,263,4.07,G10
3592,343,4.03,G10
3593,454,3.86,G10
3594,366,4.19,G10
3595,535,3.94,G10
3596,304,4.21,G10
3597,461,3.71,G10
3598,269,3.65,G10
3599,302,3.81,G10
3600,426,3.78,G10
3601,375,4.23,G10
3602,238,4.09,G10
3603,278,3.97,G10
3604,263,4.06,G10
3605,372,3.98,G10
3606,198,4.13,G10
3607,443,4.36,G10
3608,486,3.72,G10
3609,278,4.08,G10
3610,289,3.34,G9
3611,498,3.76,G10
3612,401,3.92,G10
3613,513,4.09,G10
3614,356,3.7,G10
3615,321,4.03,G10
3616,410,3.73,G10
3617,334,3.8,G10
3618,325,3.53,G10
3619,301,4.06,G10
3620,295,3.53,G10
3621,387,3.98,G10
3622,406,4.0,G10
3623,338,3.34,G9
3624,212,3.91,G10
3625,287,3.86,G10
3626,346,3.63,G10
3627,302,4.29,G10
3628,482,4.83,G10
3629,234,4.1,G10
3630,399,3.35,G9
3631,248,4.05,G10
3632,370,4.15,G10
3633,341,4.15,G10
3634,417,3.59,G10
3635,302,4.38,G10
3636,319,3.88,G10
3637,255,3.47,G9
3638,424,3.65,G10
3639,379,4.12,G10
3640,300,3.66,G10
3641,373,3.47,G9
3642,499,3.45,G9
3643,521,3.87,G10
3644,281,3.95,G10
3645,194,4.1,G10
3646,397,3.9,G10
3647,349,4.01,G10
3648,481,4.18,G10
3649,357,3.94,G10
3650,321,4.19,G10
3651,224,4.0,G10
3652,326,3.8,G10
3653,328,4.0,G10
3654,562,3.94,G10
3655,273,4.02,G10
3656,340,3.0,G8
3657,529,3.54,G10
3658,330,4.34,G10
3659,263,3.76,G10
3660,499,4.55,G10
3661,177,4.07,G10
3662,379,4.34,G10
3663,495,4.23,G10
3664,302,4.04,G10
3665,321,4.35,G10
3666,380,4.06,G10
3667,263,3.71,G10
3668,337,3.94,G10
3669,220,4.03,G10
3670,355,3.95,G10
3671,451,4.14,G10
3672,425,4.16,G10
3673,448,4.3,G10
3674,211,4.13,G10
3675,250,3.88,G10
3676,435,3.58,G10
3677,359,4.3,G10
3678,217,3.99,G10
3679,313,4.33,G10
3680,438,3.69,G10
3681,236,3.42,G9
3682,323,3.67,G10
3683,304,3.84,G10
3684,337,3.9,G10
3685,266,3.68,G10
3686,400,3.72,G10
3687,349,4.09,G10
3688,379,4.19,G10
3689,240,4.32,G10
3690,299,4.02,G10
3691,257,3.92,G10
3692,489,4.14,G10
3693,356,4.25,G10
3694,162,4.15,G10
3695,167,4.11,G10
3696,263,4.11,G10
3697,354,4.18,G10
3698,538,4.38,G10
3699,408,4.01,G10
3700,534,3.85,G10
3701,229,3.4,G9
3702,434,3.85,G10
3703,427,3.73,G10
3704,346,4.11,G10
3705,481,4.09,G10
3706,417,4.12,G10
3707,274,4.05,G10
3708,268,3.68,G10
3709,409,3.87,G10
3710,310,4.15,G10
3711,386,3.73,G10
3712,381,4.14,G10
3713,424,3.68,G10
3714,285,3.8,G10
3715,459,3.81,G10
3716,346,4.0,G10
3717,324,3.63,G10
3718,283,4.01,G10
3719,171,3.94,G10
3720,405,3.9,G10
3721,111,3.64,G10
3722,368,4.37,G10
3723,367,3.76,G10
3724,503,3.31,G9
3725,363,4.21,G10
3726,208,3.79,G10
3727,376,4.03,G10
3728,380,3.81,G10
3729,409,3.56,G10
3730,369,3.44,G9
3731,500,4.33,G10
3732,355,4.29,G10
3733,209,4.15,G10
3734,142,3.78,G10
3735,257,3.92,G10
3736,172,4.56,G10
3737,383,3.95,G10
3738,275,4.22,G10
3739,484,3.99,G10
3740,354,4.18,G10
3741,320,4.03,G10
3742,244,4.0,G10
3743,392,4.07,G10
3744,389,3.84,G10
3745,339,3.78,G10
3746,290,4.12,G10
3747,307,3.88,G10
3748,389,4.03,G10
3749,326,4.22,G10
3750,407,3.96,G10
3751,373,3.58,G10
3752,346,4.17,G10
3753,233,4.7,G10
3754,381,4.02,G10
3755,378,3.85,G10
3756,349,3.84,G10
3757,289,3.51,G10
3758,424,4.08,G10
3759,261,4.3,G10
3760,256,3.43,G9
3761,184,4.11,G10
3762,337,3.94,G10
3763,464,3.88,G10
3764,400,3.85,G10
3765,323,4.32,G10
3766,305,3.7,G10
3767,461,3.8,G10
3768,356,4.16,G10
3769,374,3.72,G10
3770,288,4.32,G10
3771,369,3.84,G10
3772,466,4.35,G10
3773,286,3.62,G10
3774,422,4.23,G10
3775,264,4.45,G10
3776,434,3.99,G10
3777,311,4.03,G10
3778,387,4.07,G10
3779,308,3.89,G10
3780,352,3.5,G9
3781,326,3.68,G10
3782,257,3.92,G10
3783,305,3.57,G10
3784,325,3.91,G10
3785,182,3.82,G10
3786,330,4.19,G10
3787,474,3.63,G10
3788,391,3.55,G10
3789,186,4.09,G10
3790,455,3.7,G10
3791,422,3.83,G10
3792,365,3.38,G9
3793,465,4.23,G10
3794,345,3.94,G10
3795,402,3.82,G10
3796,204,4.15,G10
3797,499,3.51,G10
3798,355,4.34,G10
3799,424,3.73,G10
3800,265,3.81,G10
3801,372,3.95,G10
3802,210,3.76,G10
3803,460,3.83,G10
3804,464,3.8,G10
3805,405,3.94,G10
3806,467,3.74,G10
3807,243,3.65,G10
3808,440,4.26,G10
3809,306,4.23,G10
3810,187,3.87,G10
3811,243,3.87,G10
3812,475,3.79,G10
3813,288,4.16,G10
3814,434,4.33,G10
3815,203,3.67,G10
3816,392,4.04,G10
3817,363,4.31,G10
3818,556,4.09,G10
3819,397,4.38,G10
3820,351,4.17,G10
3821,219,3.97,G10
3822,245,4.2,G10
3823,380,3.87,G10
3824,376,4.13,G10
3825,193,4.38,G10
3826,512,3.83,G10
3827,252,4.19,G10
3828,319,3.81,G10
3829,436,3.93,G10
3830,303,3.99,G10
3831,222,3.65,G10
3832,460,3.77,G10
3833,392,3.82,G10
3834,461,4.0,G10
3835,261,3.96,G10
3836,223,4.3,G10
3837,464,3.74,G10
3838,334,4.04,G10
3839,270,4.27,G10
3840,151,3.84,G10
3841,268,3.96,G10
3842,196,3.85,G10
3843,247,3.9,G10
3844,277,4.09,G10
3845,302,3.75,G10
3846,328,3.38,G9
3847,278,3.96,G10
3848,147,4.17,G10
3849,234,4.08,G10
3850,261,3.85,G10
3851,359,4.14,G10
3852,385,4.37,G10
3853,456,3.92,G10
3854,208,3.74,G10
3855,291,4.14,G10
3856,421,3.5,G9
3857,419,4.1,G10
3858,485,4.15,G10
3859,313,4.29,G10
3860,390,4.25,G10
3861,442,3.76,G10
3862,289,4.15,G10
3863,270,4.08,G10
3864,192,3.94,G10
3865,315,3.9,G10
3866,335,3.57,G10
3867,258,3.78,G10
3868,273,3.9,G10
3869,366,3.54,G10
3870,424,4.08,G10
3871,476,3.89,G10
3872,262,4.11,G10
3873,219,4.17,G10
3874,449,3.59,G10
3875,295,4.22,G10
3876,420,3.84,G10
3877,306,2.94,G8
3878,450,3.93,G10
3879,332,3.81,G10
3880,218,3.65,G10
3881,155,4.2,G10
3882,137,3.71,G10
3883,393,3.7,G10
3884,361,3.87,G10
3885,286,4.53,G10
3886,311,3.73,G10
3887,310,4.16,G10
3888,222,3.77,G10
3889,521,3.82,G10
3890,171,4.19,G10
3891,166,3.43,G9
3892,484,3.64,G10
3893,327,3.74,G10
3894,261,3.93,G10
3895,190,3.59,G10
3896,214,3.68,G10
3897,241,4.02,G10
3898,239,3.69,G10
3899,402,3.79,G10
3900,312,4.25,G10
3901,260,3.78,G10
3902,332,4.28,G10
3903,234,4.0,G10
3904,467,4.0,G10
3905,355,3.81,G10
3906,377,3.92,G10
3907,499,4.09,G10
3908,369,3.71,G10
3909,307,4.12,G10
3910,353,4.12,G10
3911,296,4.05,G10
3912,308,3.48,G9
3913,288,4.03,G10
3914,284,3.66,G10
3915,331,3.98,G10
3916,440,4.05,G10
3917,210,4.27,G10
3918,328,3.71,G10
3919,276,3.67,G10
3920,237,4.3,G10
3921,422,3.88,G10
3922,329,4.16,G10
3923,281,4.12,G10
3924,442,3.69,G10
3925,310,3.94,G10
3926,296,4.37,G10
3927,328,4.24,G10
3928,167,4.02,G10
3929,356,3.94,G10
3930,277,3.79,G10
3931,126,4.21,G10
3932,303,4.26,G10
3933,353,3.59,G10
3934,391,4.06,G10
3935,247,3.99,G10
3936,377,4.08,G10
3937,448,3.49,G9
3938,473,3.9,G10
3939,135,3.97,G10
3940,321,4.02,G10
3941,293,4.11,G10
3942,316,4.14,G10
3943,310,3.8,G10
3944,257,3.74,G10
3945,425,3.93,G10
3946,294,4.25,G10
3947,328,4.02,G10
3948,584,3.82,G10
3949,283,3.71,G10
3950,202,3.34,G9
3951,228,4.25,G10
3952,328,4.33,G10
3953,232,4.43,G10
3954,252,3.94,G10
3955,365,3.75,G10
3956,304,3.59,G10
3957,420,3.8,G10
3958,355,3.87,G10
3959,214,3.95,G10
3960,367,3.83,G10
3961,357,3.61,G10
3962,365,4.06,G10
3963,481,4.14,G10
3964,413,4.02,G10
3965,421,4.12,G10
3966,384,3.62,G10
3967,175,3.95,G10
3968,352,4.0,G10
3969,356,3.9,G10
3970,299,4.13,G10
3971,383,3.87,G10
3972,179,4.18,G10
3973,489,3.83,G10
3974,423,4.1,G10
3975,306,4.07,G10
3976,265,3.65,G10
3977,263,4.06,G10
3978,387,4.02,G10
3979,439,3.13,G9
3980,355,3.9,G10
3981,130,4.25,G10
3982,451,4.03,G10
3983,199,4.13,G10
3984,262,4.27,G10
3985,225,3.69,G10
3986,185,4.16,G10
3987,264,3.52,G10
3988,471,4.25,G10
3989,286,4.12,G10
3990,438,3.87,G10
3991,231,3.87,G10
3992,269,3.8,G10
3993,317,3.45,G9
3994,306,3.95,G10
3995,307,4.15,G10
3996,226,4.0,G10
3997,479,3.46,G9
3998,263,3.56,G10
3999,307,3.96,G10
4000,297,4.22,G10
4001,359,3.72,G10
4002,345,4.13,G10
4003,440,4.03,G10
4004,252,4.12,G10
4005,317,3.58,G10
4006,324,4.11,G10
4007,321,3.84,G10
4008,322,3.99,G10
4009,327,2.71,G8
4010,357,4.14,G10
4011,208,3.63,G10
4012,212,3.88,G10
4013,322,3.67,G10
4014,441,3.97,G10
4015,217,4.12,G10
4016,405,3.76,G10
4017,282,4.16,G10
4018,332,3.89,G10
4019,217,4.24,G10
4020,357,3.22,G9
4021,298,3.38,G9
4022,437,3.83,G10
4023,352,4.07,G10
4024,260,3.87,G10
4025,449,4.0,G10
4026,299,4.18,G10
4027,405,3.88,G10
4028,272,3.76,G10
4029,337,3.96,G10
4030,337,4.03,G10
4031,396,3.74,G10
4032,334,4.03,G10
4033,279,3.48,G9
4034,395,3.84,G10
4035,246,4.24,G10
4036,280,3.8,G10
4037,319,3.94,G10
4038,199,4.14,G10
4039,426,3.18,G9
4040,404,3.93,G10
4041,404,4.11,G10
4042,462,4.03,G10
4043,197,4.35,G10
4044,350,4.18,G10
4045,106,2.25,G7
4046,453,4.47,G10
4047,321,4.14,G10
4048,359,3.95,G10
4049,226,3.81,G10
4050,222,4.26,G10
4051,322,3.31,G9
4052,314,3.51,G10
4053,358,4.11,G10
4054,173,4.21,G10
4055,241,4.07,G10
4056,293,4.23,G10
4057,426,3.46,G9
4058,330,3.79,G10
4059,172,3.78,G10
4060,331,3.4,G9
4061,295,4.31,G10
4062,419,4.09,G10
4063,325,4.03,G10
4064,348,4.08,G10
4065,365,3.87,G10
4066,322,3.93,G10
4067,338,3.86,G10
4068,275,3.92,G10
4069,329,4.13,G10
4070,426,3.94,G10
4071,250,3.67,G10
4072,148,3.78,G10
4073,228,3.99,G10
4074,374,4.32,G10
4075,199,4.18,G10
4076,388,3.76,G10
4077,387,4.25,G10
4078,373,3.98,G10
4079,390,3.98,G10
4080,315,3.73,G10
4081,388,3.29,G9
4082,325,4.02,G10
4083,304,4.1,G10
4084,371,4.03,G10
4085,447,3.75,G10
4086,187,3.57,G10
4087,375,3.59,G10
4088,160,4.18,G10
4089,276,3.74,G10
4090,231,4.1,G10
4091,404,3.75,G10
4092,319,3.85,G10
4093,268,3.72,G10
4094,371,3.94,G10
4095,448,3.77,G10
4096,308,3.8,G10
4097,171,3.53,G10
4098,378,3.41,G9
4099,144,3.94,G10
4100,411,3.27,G9
4101,355,3.83,G10
4102,280,4.07,G10
4103,325,3.98,G10
4104,266,4.17,G10
4105,323,4.31,G10
4106,247,3.91,G10
4107,136,4.61,G10
4108,334,3.91,G10
4109,327,4.37,G10
4110,316,3.95,G10
4111,370,4.0,G10
4112,440,4.04,G10
4113,268,3.92,G10
4114,235,3.23,G9
4115,208,4.15,G10
4116,355,3.81,G10
4117,195,3.88,G10
4118,330,4.05,G10
4119,207,4.11,G10
4120,265,4.04,G10
4121,370,4.04,G10
4122,285,4.16,G10
4123,200,3.6,G10
4124,376,3.96,G10
4125,306,4.14,G10
4126,170,4.05,G10
4127,395,3.84,G10
4128,331,3.56,G10
4129,264,3.75,G10
4130,435,3.27,G9
4131,363,4.03,G10
4132,264,3.96,G10
4133,286,3.74,G10
4134,231,4.05,G10
4135,359,3.96,G10
4136,186,3.44,G9
4137,273,3.61,G10
4138,476,3.79,G10
4139,373,3.6,G10
4140,282,3.97,G10
4141,239,3.43,G9
4142,294,4.03,G10
4143,215,3.87,G10
4144,170,3.74,G10
4145,313,3.68,G10
4146,294,3.85,G10
4147,126,3.63,G10
4148,322,3.91,G10
4149,309,3.97,G10
4150,303,4.35,G10
4151,151,3.94,G10
4152,174,3.94,G10
4153,217,4.06,G10
4154,293,4.09,G10
4155,324,3.85,G10
4156,328,3.8,G10
4157,227,4.07,G10
4158,257,3.54,G10
4159,416,3.74,G10
4160,202,3.58,G10
4161,149,3.67,G10
4162,295,4.04,G10
4163,221,4.19,G10
4164,344,3.18,G9
4165,223,3.83,G10
4166,339,3.52,G10
4167,366,3.69,G10
4168,298,3.67,G10
4169,206,3.59,G10
4170,321,3.71,G10
4171,305,4.01,G10
4172,323,3.98,G10
4173,252,3.85,G10
4174,188,3.42,G9
4175,392,3.85,G10
4176,278,3.65,G10
4177,332,4.12,G10
4178,380,3.09,G9
4179,215,4.07,G10
4180,392,4.3,G10
4181,324,3.73,G10
4182,334,4.05,G10
4183,251,3.98,G10
4184,196,4.01,G10
4185,275,4.03,G10
4186,124,4.11,G10
4187,336,3.68,G10
4188,449,3.67,G10
4189,254,3.84,G10
4190,397,3.76,G10
4191,119,4.05,G10
4192,379,3.78,G10
4193,316,4.21,G10
4194,475,4.18,G10
4195,281,3.62,G10
4196,464,3.51,G10
4197,272,3.59,G10
4198,268,4.17,G10
4199,256,4.06,G10
4200,346,3.66,G10
4201,284,4.09,G10
4202,247,3.83,G10
4203,183,3.9,G10
4204,274,3.9,G10
4205,141,4.32,G10
4206,251,4.48,G10
4207,198,3.98,G10
4208,308,3.95,G10
4209,349,4.08,G10
4210,301,4.25,G10
4211,109,3.69,G10
4212,282,4.01,G10
4213,278,3.96,G10
4214,343,3.81,G10
4215,344,4.03,G10
4216,352,3.71,G10
4217,218,4.22,G10
4218,255,3.71,G10
4219,307,3.74,G10
4220,331,3.82,G10
4221,263,3.69,G10
4222,307,4.07,G10
4223,340,3.87,G10
4224,352,4.38,G10
4225,149,4.04,G10
4226,358,4.09,G10
4227,337,3.53,G10
4228,322,4.29,G10
4229,164,4.48,G10
4230,300,4.02,G10
4231,323,4.0,G10
4232,360,3.79,G10
4233,371,3.79,G10
4234,346,4.16,G10
4235,195,3.61,G10
4236,420,3.7,G10
4237,417,3.56,G10
4238,322,3.66,G10
4239,340,3.91,G10
4240,363,3.8,G10
4241,276,4.01,G10
4242,416,4.21,G10
4243,307,3.85,G10
4244,339,3.71,G10
4245,343,4.22,G10
4246,359,4.16,G10
4247,287,4.1,G10
4248,174,4.32,G10
4249,227,3.41,G9
4250,334,3.94,G10
4251,414,3.72,G10
4252,207,4.02,G10
4253,381,3.87,G10
4254,285,3.71,G10
4255,337,4.18,G10
4256,315,4.14,G10
4257,291,4.03,G10
4258,302,4.18,G10
4259,332,4.09,G10
4260,166,3.46,G9
4261,370,4.17,G10
4262,113,4.02,G10
4263,278,4.11,G10
4264,179,3.84,G10
4265,375,3.24,G9
4266,327,3.95,G10
4267,338,4.01,G10
4268,291,3.64,G10
4269,246,3.89,G10
4270,198,3.94,G10
4271,406,4.38,G10
4272,163,3.93,G10
4273,494,3.88,G10
4274,157,3.93,G10
4275,413,4.08,G10
4276,360,4.05,G10
4277,426,3.82,G10
4278,291,4.12,G10
4279,310,3.71,G10
4280,244,4.11,G10
4281,244,4.31,G10
4282,310,2.78,G8
4283,304,2.63,G8
4284,241,4.21,G10
4285,251,3.98,G10
4286,378,4.19,G10
4287,183,4.26,G10
4288,341,3.81,G10
4289,304,3.68,G10
4290,290,3.96,G10
4291,246,4.3,G10
4292,140,3.85,G10
4293,333,4.16,G10
4294,350,3.89,G10
4295,316,4.07,G10
4296,325,3.99,G10
4297,171,4.3,G10
4298,288,3.63,G10
4299,355,4.03,G10
4300,163,3.56,G10
4301,346,4.38,G10
4302,288,3.92,G10
4303,190,4.18,G10
4304,370,3.41,G9
4305,329,4.4,G10
4306,282,3.95,G10
4307,346,3.58,G10
4308,349,3.92,G10
4309,447,3.82,G10
4310,275,4.14,G10
4311,297,3.7,G10
4312,253,3.94,G10
4313,376,3.42,G9
4314,198,3.73,G10
4315,452,4.21,G10
4316,376,3.68,G10
4317,413,3.16,G9
4318,243,3.94,G10
4319,295,3.69,G10
4320,252,4.27,G10
4321,318,3.85,G10
4322,284,3.26,G9
4323,166,4.09,G10
4324,354,4.17,G10
4325,279,4.28,G10
4326,324,3.85,G10
4327,219,3.84,G10
4328,251,4.22,G10
4329,248,4.0,G10
4330,253,3.99,G10
4331,131,3.85,G10
4332,284,3.74,G10
4333,498,3.69,G10
4334,291,3.8,G10
4335,312,3.99,G10
4336,335,4.38,G10
4337,350,3.68,G10
4338,215,3.74,G10
4339,259,4.25,G10
4340,284,4.17,G10
4341,179,3.66,G10
4342,237,3.86,G10
4343,330,3.68,G10
4344,180,4.52,G10
4345,401,3.4,G9
4346,141,4.35,G10
4347,372,3.71,G10
4348,315,3.97,G10
4349,372,3.91,G10
4350,228,3.9,G10
4351,256,3.97,G10
4352,264,4.09,G10
4353,266,3.45,G9
4354,325,3.33,G9
4355,227,3.76,G10
4356,174,3.83,G10
4357,327,3.69,G10
4358,384,3.98,G10
4359,412,3.65,G10
4360,278,3.34,G9
4361,387,3.89,G10
4362,298,3.8,G10
4363,410,3.74,G10
4364,113,4.05,G10
4365,375,3.73,G10
4366,86,4.08,G10
4367,217,3.79,G10
4368,287,4.27,G10
4369,305,3.54,G10
4370,184,4.26,G10
4371,320,3.73,G10
4372,154,3.91,G10
4373,247,4.41,G10
4374,307,3.78,G10
4375,455,4.31,G10
4376,257,3.26,G9
4377,325,3.89,G10
4378,326,4.02,G10
4379,279,4.1,G10
4380,284,4.05,G10
4381,282,4.16,G10
4382,218,3.91,G10
4383,413,3.93,G10
4384,345,3.22,G9
4385,322,4.06,G10
4386,310,4.23,G10
4387,396,3.98,G10
4388,286,3.8,G10
4389,188,4.36,G10
4390,258,3.41,G9
4391,267,3.38,G9
4392,344,3.52,G10
4393,239,3.67,G10
4394,293,3.8,G10
4395,235,3.95,G10
4396,321,4.25,G10
4397,186,3.85,G10
4398,156,3.94,G10
4399,165,2.77,G8
4400,271,3.47,G9
4401,311,4.14,G10
4402,288,3.96,G10
4403,290,3.81,G10
4404,149,3.95,G10
4405,190,3.8,G10
4406,291,3.85,G10
4407,203,4.15,G10
4408,260,4.02,G10
4409,339,3.93,G10
4410,144,4.58,G10
4411,111,3.71,G10
4412,250,3.69,G10
4413,331,3.85,G10
4414,192,3.44,G9
4415,142,4.25,G10
4416,301,4.15,G10
4417,200,3.92,G10
4418,332,3.83,G10
4419,310,4.08,G10
4420,352,4.1,G10
4421,179,3.75,G10
4422,357,3.25,G9
4423,326,4.19,G10
4424,312,3.87,G10
4425,396,3.77,G10
4426,280,3.61,G10
4427,350,3.15,G9
4428,323,3.62,G10
4429,346,3.58,G10
4430,252,3.84,G10
4431,309,3.27,G9
4432,261,4.41,G10
4433,289,4.35,G10
4434,403,3.96,G10
4435,344,3.86,G10
4436,213,3.77,G10
4437,295,4.04,G10
4438,299,3.78,G10
4439,315,3.97,G10
4440,292,4.32,G10
4441,201,4.38,G10
4442,276,4.09,G10
4443,335,4.22,G10
4444,312,4.09,G10
4445,384,4.03,G10
4446,300,4.07,G10
4447,280,3.62,G10
4448,329,3.91,G10
4449,276,4.02,G10
4450,286,3.86,G10
4451,230,3.77,G10
4452,290,3.83,G10
4453,218,4.15,G10
4454,322,3.39,G9
4455,273,3.85,G10
4456,222,3.45,G9
4457,122,4.02,G10
4458,279,4.05,G10
4459,319,3.83,G10
4460,389,3.93,G10
4461,297,4.23,G10
4462,188,4.19,G10
4463,358,3.92,G10
4464,305,4.17,G10
4465,199,3.9,G10
4466,314,4.12,G10
4467,241,4.02,G10
4468,298,3.94,G10
4469,315,3.9,G10
4470,271,4.12,G10
4471,255,4.19,G10
4472,280,4.04,G10
4473,342,3.34,G9
4474,257,3.57,G10
4475,275,3.93,G10
4476,442,4.04,G10
4477,150,3.91,G10
4478,122,3.84,G10
4479,294,4.12,G10
4480,284,3.84,G10
4481,300,3.79,G10
4482,199,3.85,G10
4483,384,4.75,G10
4484,163,4.15,G10
4485,260,3.9,G10
4486,193,4.2,G10
4487,354,3.84,G10
4488,376,4.14,G10
4489,176,3.25,G9
4490,359,3.91,G10
4491,311,4.01,G10
4492,323,4.12,G10
4493,222,3.68,G10
4494,350,4.26,G10
4495,95,3.84,G10
4496,127,3.89,G10
4497,245,4.08,G10
4498,246,4.02,G10
4499,263,3.92,G10
4500,307,3.69,G10
4501,155,4.24,G10
4502,271,3.84,G10
4503,343,3.71,G10
4504,362,3.77,G10
4505,304,4.05,G10
4506,373,3.82,G10
4507,360,4.26,G10
4508,361,3.71,G10
4509,257,4.11,G10
4510,308,3.79,G10
4511,169,3.87,G10
4512,335,3.73,G10
4513,353,3.56,G10
4514,242,3.96,G10
4515,297,3.91,G10
4516,240,3.62,G10
4517,360,3.74,G10
4518,122,4.07,G10
4519,165,3.85,G10
4520,314,3.77,G10
4521,180,3.89,G10
4522,238,4.52,G10
4523,248,3.83,G10
4524,442,3.71,G10
4525,272,3.72,G10
4526,176,4.04,G10
4527,327,4.06,G10
4528,352,3.81,G10
4529,181,3.94,G10
4530,330,3.62,G10
4531,248,3.89,G10
4532,277,3.68,G10
4533,250,3.94,G10
4534,366,4.08,G10
4535,392,4.09,G10
4536,113,3.81,G10
4537,350,3.85,G10
4538,365,3.52,G10
4539,307,4.07,G10
4540,286,3.8,G10
4541,231,4.23,G10
4542,294,3.68,G10
4543,304,4.22,G10
4544,384,4.27,G10
4545,143,3.75,G10
4546,268,4.09,G10
4547,280,3.66,G10
4548,279,3.75,G10
4549,365,3.79,G10
4550,171,4.25,G10
4551,300,4.23,G10
4552,281,4.15,G10
4553,406,3.74,G10
4554,241,3.89,G10
4555,429,4.18,G10
4556,312,4.19,G10
4557,218,3.13,G9
4558,148,4.09,G10
4559,256,3.99,G10
4560,280,3.75,G10
4561,309,3.61,G10
4562,275,3.91,G10
4563,336,3.43,G9
4564,312,4.02,G10
4565,428,3.97,G10
4566,177,4.36,G10
4567,312,4.07,G10
4568,286,3.73,G10
4569,191,3.8,G10
4570,289,3.71,G10
4571,317,4.28,G10
4572,247,3.44,G9
4573,207,3.84,G10
4574,330,4.18,G10
4575,275,4.21,G10
4576,252,3.85,G10
4577,254,3.62,G10
4578,341,3.87,G10
4579,436,3.6,G10
4580,296,4.01,G10
4581,313,3.93,G10
4582,399,3.8,G10
4583,301,3.11,G9
4584,327,4.03,G10
4585,265,4.09,G10
4586,286,3.98,G10
4587,249,3.73,G10
4588,308,3.68,G10
4589,280,4.24,G10
4590,383,3.92,G10
4591,107,3.74,G10
4592,451,3.46,G9
4593,180,4.13,G10
4594,228,4.09,G10
4595,303,4.16,G10
4596,220,4.0,G10
4597,219,4.09,G10
4598,383,3.75,G10
4599,302,4.43,G10
4600,251,3.52,G10
4601,218,3.92,G10
4602,265,3.65,G10
4603,263,4.06,G10
4604,206,3.64,G10
4605,334,3.93,G10
4606,239,3.97,G10
4607,332,3.77,G10
4608,324,3.78,G10
4609,315,3.93,G10
4610,279,3.11,G9
4611,266,4.06,G10
4612,235,3.66,G10
4613,265,3.66,G10
4614,300,2.79,G8
4615,225,3.61,G10
4616,234,4.1,G10
4617,220,4.25,G10
4618,343,4.07,G10
4619,325,4.03,G10
4620,187,4.22,G10
4621,278,3.96,G10
4622,311,3.96,G10
4623,228,3.63,G10
4624,224,3.84,G10
4625,128,3.44,G9
4626,240,3.78,G10
4627,313,4.05,G10
4628,154,3.42,G9
4629,309,3.28,G9
4630,272,3.87,G10
4631,264,3.61,G10
4632,279,3.73,G10
4633,290,3.44,G9
4634,300,3.97,G10
4635,297,3.71,G10
4636,327,4.04,G10
4637,272,3.87,G10
4638,254,4.19,G10
4639,307,3.71,G10
4640,230,4.27,G10
